openalex_id,display_name,normalized_name,include,level,wikidata_id,parent_display_names
https://openalex.org/c60644358,Bioinformatics,bioinformatics,N,1,https://www.wikidata.org/wiki/Q128570,Biology
https://openalex.org/c77805123,Social psychology,social psychology,N,1,https://www.wikidata.org/wiki/Q161272,Psychology
https://openalex.org/c99454951,Environmental health,environmental health,Y,1,https://www.wikidata.org/wiki/Q932068,Medicine
https://openalex.org/c545542383,Medical emergency,medical emergency,N,1,https://www.wikidata.org/wiki/Q2751242,Medicine
https://openalex.org/c21880701,Process engineering,process engineering,N,1,https://www.wikidata.org/wiki/Q2144042,Engineering
https://openalex.org/c26873012,Condensed matter physics,condensed matter physics,N,1,https://www.wikidata.org/wiki/Q214781,Physics
https://openalex.org/c75473681,Photochemistry,photochemistry,N,1,https://www.wikidata.org/wiki/Q188651,Chemistry
https://openalex.org/c107038049,Aesthetics,aesthetics,N,1,https://www.wikidata.org/wiki/Q35986,"Art, Philosophy"
https://openalex.org/c111368507,Oceanography,oceanography,Y,1,https://www.wikidata.org/wiki/Q43518,Geology
https://openalex.org/c126894567,Urology,urology,N,1,https://www.wikidata.org/wiki/Q105650,Medicine
https://openalex.org/c142724271,Pathology,pathology,N,1,https://www.wikidata.org/wiki/Q7208,Medicine
https://openalex.org/c155202549,International trade,international trade,N,1,https://www.wikidata.org/wiki/Q178803,"Business, Economics"
https://openalex.org/c186060115,Biological system,biological system,Y,1,https://www.wikidata.org/wiki/Q30336093,Biology
https://openalex.org/c187320778,Geotechnical engineering,geotechnical engineering,N,1,https://www.wikidata.org/wiki/Q1349130,"Engineering, Geology"
https://openalex.org/c203014093,Immunology,immunology,N,1,https://www.wikidata.org/wiki/Q101929,"Biology, Medicine"
https://openalex.org/c28826006,Applied mathematics,applied mathematics,Y,1,https://www.wikidata.org/wiki/Q33521,Mathematics
https://openalex.org/c95124753,Environmental ethics,environmental ethics,Y,1,https://www.wikidata.org/wiki/Q875686,Philosophy
https://openalex.org/c114614502,Combinatorics,combinatorics,N,1,https://www.wikidata.org/wiki/Q76592,Mathematics
https://openalex.org/c119599485,Electrical engineering,electrical engineering,N,1,https://www.wikidata.org/wiki/Q43035,Engineering
https://openalex.org/c134306372,Mathematical analysis,mathematical analysis,N,1,https://www.wikidata.org/wiki/Q7754,Mathematics
https://openalex.org/c134560507,Environmental economics,environmental economics,Y,1,https://www.wikidata.org/wiki/Q753291,Economics
https://openalex.org/c143998085,Oncology,oncology,N,1,https://www.wikidata.org/wiki/Q162555,Medicine
https://openalex.org/c159047783,Virology,virology,N,1,https://www.wikidata.org/wiki/Q7215,"Biology, Medicine"
https://openalex.org/c1965285,Earth science,earth science,Y,1,https://www.wikidata.org/wiki/Q8008,Geology
https://openalex.org/c17409809,Geochemistry,geochemistry,Y,1,https://www.wikidata.org/wiki/Q161764,Geology
https://openalex.org/c52119013,Art history,art history,N,1,https://www.wikidata.org/wiki/Q50637,"Art, History"
https://openalex.org/c54750564,Commerce,commerce,N,1,https://www.wikidata.org/wiki/Q26643,"Business, Economics"
https://openalex.org/c91375879,Environmental planning,environmental planning,Y,1,https://www.wikidata.org/wiki/Q15473274,"Environmental science, Geography"
https://openalex.org/c107872376,Environmental chemistry,environmental chemistry,N,1,https://www.wikidata.org/wiki/Q321355,Chemistry
https://openalex.org/c109214941,Particle physics,particle physics,N,1,https://www.wikidata.org/wiki/Q18334,Physics
https://openalex.org/c146978453,Aerospace engineering,aerospace engineering,N,1,https://www.wikidata.org/wiki/Q3798668,Engineering
https://openalex.org/c153911025,Molecular biology,molecular biology,N,1,https://www.wikidata.org/wiki/Q7202,Biology
https://openalex.org/c183696295,Biochemical engineering,biochemical engineering,N,1,https://www.wikidata.org/wiki/Q2487696,Engineering
